id,number of boxes,left_small_portrait,right_small_portrait,left_large_portrait,right_large_portrait,left_small_landscape,right_small_landscape,left_large_landscape,right_large_landscape,left_small_square,right_small_square,left_large_square,right_large_square,full_page_square,left_box_ids,right_box_ids,left_portrait_ids,right_portrait_ids,left_landscape_ids,right_landscape_ids,left_square_ids,right_square_ids,boxes_areas,left_mixed,right_mixed,boxes_info
3443,1,0,0,0,0,0,0,1,0,0,0,0,0,0,[11839],[],[],[],[11839],[],[],[],"[{'id': 11839, 'area': 1.169578034744461}]",False,False,"[{'id': 11839, 'x': 0.28592162554426703, 'y': 0.07119126720455624, 'width': 0.6826318335752298, 'height': 0.8566682486948267, 'layer': 1, 'type': 0, 'tag': None}]"
3444,1,0,0,0,0,0,0,1,0,0,0,0,0,0,[11840],[],[],[],[11840],[],[],[],"[{'id': 11840, 'area': 2.0}]",False,False,"[{'id': 11840, 'x': 0.0, 'y': 0.0, 'width': 1.0, 'height': 1.0, 'layer': 1, 'type': 0, 'tag': None}]"
3445,1,0,0,0,0,0,0,1,0,0,0,0,0,0,[11841],[],[],[],[11841],[],[],[],"[{'id': 11841, 'area': 1.6073585204156255}]",False,False,"[{'id': 11841, 'x': 0.031446540880503145, 'y': 0.07119126720455624, 'width': 0.9371069182389937, 'height': 0.8576174655908875, 'layer': 1, 'type': 0, 'tag': None}]"
3450,2,0,0,0,0,1,1,0,0,0,0,0,0,0,[11869],[11870],[],[],[11869],[11870],[],[],"[{'id': 11869, 'area': 0.21909798448693954}, {'id': 11870, 'area': 0.46438197920677704}]",False,False,"[{'id': 11869, 'x': 0.10304789550072568, 'y': 0.32130991931656383, 'width': 0.28942912433478474, 'height': 0.378500237304224, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11870, 'x': 0.5384615384615384, 'y': 0.22259136212624583, 'width': 0.42138364779874216, 'height': 0.5510204081632653, 'layer': 1, 'type': 0, 'tag': None}]"
3451,2,0,0,0,0,0,0,0,0,1,0,0,1,0,[11871],[11872],[],[],[],[],[11871],[11872],"[{'id': 11871, 'area': 0.46854484866144114}, {'id': 11872, 'area': 0.7497410548247382}]",False,False,"[{'id': 11871, 'x': 0.07692307692307693, 'y': 0.16184148077835786, 'width': 0.3466376390904693, 'height': 0.6758424299952539, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11872, 'x': 0.5314465408805031, 'y': 0.07119126720455624, 'width': 0.4371069182389937, 'height': 0.8576174655908875, 'layer': 1, 'type': 0, 'tag': None}]"
3452,2,0,0,0,0,1,1,0,0,0,0,0,0,0,[11873],[11874],[],[],[11873],[11874],[],[],"[{'id': 11873, 'area': 0.2853172861948641}, {'id': 11874, 'area': 0.2853172861948641}]",False,False,"[{'id': 11873, 'x': 0.08272859216255443, 'y': 0.2823920265780731, 'width': 0.3303096274794388, 'height': 0.4318936877076412, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11874, 'x': 0.5839380745041123, 'y': 0.2823920265780731, 'width': 0.3303096274794388, 'height': 0.4318936877076412, 'layer': 1, 'type': 0, 'tag': None}]"
3453,2,0,0,0,0,1,1,0,0,0,0,0,0,0,[11875],[11876],[],[],[11875],[11876],[],[],"[{'id': 11875, 'area': 0.5294242312984869}, {'id': 11876, 'area': 0.5294242312984869}]",False,False,"[{'id': 11875, 'x': 0.031446540880503145, 'y': 0.1953013763644993, 'width': 0.4371069182389937, 'height': 0.6056003796867584, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11876, 'x': 0.5314465408805031, 'y': 0.1953013763644993, 'width': 0.4371069182389937, 'height': 0.6056003796867584, 'layer': 1, 'type': 0, 'tag': None}]"
3454,2,1,1,0,0,0,0,0,0,0,0,0,0,0,[11877],[11878],[11877],[11878],[],[],[],[],"[{'id': 11877, 'area': 0.24747604513165847}, {'id': 11878, 'area': 0.24747604513165847}]",False,False,"[{'id': 11877, 'x': 0.1463473633284954, 'y': 0.19814902705268153, 'width': 0.20561199806482824, 'height': 0.6018035121025154, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11878, 'x': 0.6470730527334301, 'y': 0.19814902705268153, 'width': 0.20561199806482824, 'height': 0.6018035121025154, 'layer': 1, 'type': 0, 'tag': None}]"
3455,2,0,0,1,1,0,0,0,0,0,0,0,0,0,[11879],[11880],[11879],[11880],[],[],[],[],"[{'id': 11879, 'area': 0.5308764137511081}, {'id': 11880, 'area': 0.5308764137511081}]",False,False,"[{'id': 11879, 'x': 0.09482341557813256, 'y': 0.07119126720455624, 'width': 0.3095065312046444, 'height': 0.8576174655908875, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11880, 'x': 0.5948234155781326, 'y': 0.07119126720455624, 'width': 0.3095065312046444, 'height': 0.8576174655908875, 'layer': 1, 'type': 0, 'tag': None}]"
3456,2,0,0,1,1,0,0,0,0,0,0,0,0,0,[11881],[11882],[11881],[11882],[],[],[],[],"[{'id': 11881, 'area': 0.5308764137511081}, {'id': 11882, 'area': 0.32328068095635326}]",False,False,"[{'id': 11881, 'x': 0.09482341557813256, 'y': 0.07119126720455624, 'width': 0.3095065312046444, 'height': 0.8576174655908875, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11882, 'x': 0.6328011611030478, 'y': 0.15662078785002373, 'width': 0.2351233671988389, 'height': 0.6874703369719981, 'layer': 1, 'type': 0, 'tag': None}]"
3457,3,0,2,0,0,1,0,0,0,0,0,0,0,0,[11883],"[11884, 11885]",[],"[11884, 11885]",[11883],[],[],[],"[{'id': 11883, 'area': 0.5248602293045345}, {'id': 11884, 'area': 0.24253364220768472}, {'id': 11885, 'area': 0.24253364220768472}]",False,False,"[{'id': 11883, 'x': 0.031446540880503145, 'y': 0.19933554817275748, 'width': 0.4371069182389937, 'height': 0.6003796867584243, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11884, 'x': 0.5430575713594582, 'y': 0.19933554817275748, 'width': 0.2019835510401548, 'height': 0.6003796867584243, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11885, 'x': 0.7535074987905177, 'y': 0.19933554817275748, 'width': 0.2019835510401548, 'height': 0.6003796867584243, 'layer': 1, 'type': 0, 'tag': None}]"
3458,3,0,0,0,0,2,1,0,0,0,0,0,0,0,"[11886, 11887]",[11888],[],[],"[11886, 11887]",[11888],[],[],"[{'id': 11886, 'area': 0.2978552611850424}, {'id': 11887, 'area': 0.2978552611850424}, {'id': 11888, 'area': 0.5310838683871969}]",False,False,"[{'id': 11886, 'x': 0.08345428156748912, 'y': 0.07119126720455624, 'width': 0.35316884373488144, 'height': 0.4216896060749881, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11887, 'x': 0.08345428156748912, 'y': 0.5071191267204557, 'width': 0.35316884373488144, 'height': 0.4216896060749881, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11888, 'x': 0.5314465408805031, 'y': 0.20289511153298528, 'width': 0.4371069182389937, 'height': 0.6074988134788799, 'layer': 1, 'type': 0, 'tag': None}]"
3459,3,1,0,0,0,0,2,0,0,0,0,0,0,0,[11889],"[11890, 11891]",[11889],[],[],"[11890, 11891]",[],[],"[{'id': 11889, 'area': 0.2883556298274533}, {'id': 11890, 'area': 0.28897558280746394}, {'id': 11891, 'area': 0.28897558280746394}]",False,False,"[{'id': 11889, 'x': 0.13933236574746008, 'y': 0.16611295681063123, 'width': 0.2213352685050798, 'height': 0.6514000949216896, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11890, 'x': 0.5805515239477503, 'y': 0.07119126720455624, 'width': 0.34167876149008225, 'height': 0.42287612719506407, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11891, 'x': 0.5805515239477503, 'y': 0.5059326056003797, 'width': 0.34167876149008225, 'height': 0.42287612719506407, 'layer': 1, 'type': 0, 'tag': None}]"
3460,3,0,0,0,0,2,0,0,0,0,0,0,1,0,"[11892, 11893]",[11894],[],[],"[11892, 11893]",[],[],[11894],"[{'id': 11892, 'area': 0.1519286622402024}, {'id': 11893, 'area': 0.1519286622402024}, {'id': 11894, 'area': 0.5913949607925664}]",False,False,"[{'id': 11892, 'x': 0.13062409288824384, 'y': 0.1589938300901756, 'width': 0.24068698597000485, 'height': 0.31561461794019935, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11893, 'x': 0.13062409288824384, 'y': 0.4959658281917418, 'width': 0.24068698597000485, 'height': 0.31561461794019935, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11894, 'x': 0.5527334300919207, 'y': 0.12339819648789749, 'width': 0.39308176100628933, 'height': 0.7522543901281443, 'layer': 1, 'type': 0, 'tag': None}]"
3461,3,0,2,0,0,0,0,0,0,0,0,1,0,0,[11895],"[11896, 11897]",[],"[11896, 11897]",[],[],[11895],[],"[{'id': 11895, 'area': 0.7497410548247382}, {'id': 11896, 'area': 0.13062064870502155}, {'id': 11897, 'area': 0.13062064870502155}]",False,False,"[{'id': 11895, 'x': 0.031446540880503145, 'y': 0.07119126720455624, 'width': 0.4371069182389937, 'height': 0.8576174655908875, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11896, 'x': 0.5974842767295597, 'y': 0.2800189843379212, 'width': 0.14876632801161102, 'height': 0.4390128144280968, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11897, 'x': 0.7541122399612966, 'y': 0.2800189843379212, 'width': 0.14876632801161102, 'height': 0.4390128144280968, 'layer': 1, 'type': 0, 'tag': None}]"
3462,3,0,2,0,0,1,0,0,0,0,0,0,0,0,[11898],"[11899, 11900]",[],"[11899, 11900]",[11898],[],[],[],"[{'id': 11898, 'area': 0.29602180764971464}, {'id': 11899, 'area': 0.1309736774853054}, {'id': 11900, 'area': 0.1309736774853054}]",False,False,"[{'id': 11898, 'x': 0.08103531688437349, 'y': 0.2800189843379212, 'width': 0.3362360909530721, 'height': 0.44019933554817275, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11899, 'x': 0.5950653120464441, 'y': 0.2800189843379212, 'width': 0.14876632801161102, 'height': 0.44019933554817275, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11900, 'x': 0.7547169811320755, 'y': 0.2800189843379212, 'width': 0.14876632801161102, 'height': 0.44019933554817275, 'layer': 1, 'type': 0, 'tag': None}]"
3463,3,0,0,0,0,2,0,0,0,0,0,0,0,1,"[11901, 11902]",[11903],[],[],"[11901, 11902]",[],[],[11903],"[{'id': 11901, 'area': 0.15097640298229528}, {'id': 11902, 'area': 0.15097640298229528}, {'id': 11903, 'area': 1.0}]",False,False,"[{'id': 11901, 'x': 0.132196419932269, 'y': 0.17631703844328428, 'width': 0.2408079342041606, 'height': 0.31347887992406265, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11902, 'x': 0.132196419932269, 'y': 0.5104413858566682, 'width': 0.2408079342041606, 'height': 0.31347887992406265, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11903, 'x': 0.5, 'y': 0.0, 'width': 0.5, 'height': 1.0, 'layer': 1, 'type': 0, 'tag': None}]"
3464,4,0,0,0,0,2,2,0,0,0,0,0,0,0,"[11904, 11905]","[11906, 11907]",[],[],"[11904, 11905]","[11906, 11907]",[],[],"[{'id': 11904, 'area': 0.25969141496001646}, {'id': 11905, 'area': 0.25969141496001646}, {'id': 11906, 'area': 0.25969141496001646}, {'id': 11907, 'area': 0.25969141496001646}]",False,False,"[{'id': 11904, 'x': 0.08829221093372036, 'y': 0.08068343616516374, 'width': 0.31446540880503143, 'height': 0.4129093497864262, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11905, 'x': 0.08829221093372036, 'y': 0.5078310393925012, 'width': 0.31446540880503143, 'height': 0.4129093497864262, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11906, 'x': 0.5878084179970973, 'y': 0.08068343616516374, 'width': 0.31446540880503143, 'height': 0.4129093497864262, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11907, 'x': 0.5878084179970973, 'y': 0.5078310393925012, 'width': 0.31446540880503143, 'height': 0.4129093497864262, 'layer': 1, 'type': 0, 'tag': None}]"
3465,4,0,0,0,0,3,0,0,0,0,0,0,0,1,"[11908, 11909, 11910]",[11911],[],[],"[11908, 11909, 11910]",[],[],[11911],"[{'id': 11908, 'area': 0.1086525000522368}, {'id': 11909, 'area': 0.1086525000522368}, {'id': 11910, 'area': 0.1086525000522368}, {'id': 11911, 'area': 1.0}]",False,False,"[{'id': 11908, 'x': 0.14513788098693758, 'y': 0.0854295206454675, 'width': 0.20440251572327045, 'height': 0.26578073089701, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11909, 'x': 0.14513788098693758, 'y': 0.3654485049833887, 'width': 0.20440251572327045, 'height': 0.26578073089701, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11910, 'x': 0.14513788098693758, 'y': 0.6454674893213099, 'width': 0.20440251572327045, 'height': 0.26578073089701, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11911, 'x': 0.5, 'y': 0.0, 'width': 0.5, 'height': 1.0, 'layer': 1, 'type': 0, 'tag': None}]"
3467,4,2,0,0,0,0,2,0,0,0,0,0,0,0,"[11916, 11917]","[11918, 11919]","[11916, 11917]",[],[],"[11918, 11919]",[],[],"[{'id': 11916, 'area': 0.21093412218905858}, {'id': 11917, 'area': 0.21093412218905858}, {'id': 11918, 'area': 0.21043959488139266}, {'id': 11919, 'area': 0.21043959488139266}]",False,False,"[{'id': 11916, 'x': 0.05624092888243832, 'y': 0.2216421452301851, 'width': 0.18952588292210934, 'height': 0.5564784053156147, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11917, 'x': 0.2542331881954523, 'y': 0.2216421452301851, 'width': 0.18952588292210934, 'height': 0.5564784053156147, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11918, 'x': 0.6168359941944848, 'y': 0.12102515424774561, 'width': 0.2842283502660861, 'height': 0.37019458946369244, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11919, 'x': 0.6168359941944848, 'y': 0.5078310393925012, 'width': 0.2842283502660861, 'height': 0.37019458946369244, 'layer': 1, 'type': 0, 'tag': None}]"
3468,4,0,0,0,0,2,2,0,0,0,0,0,0,0,"[11920, 11921]","[11922, 11923]",[],[],"[11920, 11921]","[11922, 11923]",[],[],"[{'id': 11920, 'area': 0.15088633759103265}, {'id': 11921, 'area': 0.15088633759103265}, {'id': 11922, 'area': 0.22088695065564617}, {'id': 11923, 'area': 0.22088695065564617}]",False,False,"[{'id': 11920, 'x': 0.13110788582486696, 'y': 0.17370669197911723, 'width': 0.23778422835026608, 'height': 0.31727574750830567, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11921, 'x': 0.13110788582486696, 'y': 0.5087802562885619, 'width': 0.23778422835026608, 'height': 0.31727574750830567, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11922, 'x': 0.6067972907595549, 'y': 0.10536307546274323, 'width': 0.2864054184808902, 'height': 0.3856193640246796, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11923, 'x': 0.6067972907595549, 'y': 0.5087802562885619, 'width': 0.2864054184808902, 'height': 0.3856193640246796, 'layer': 1, 'type': 0, 'tag': None}]"
3469,4,2,2,0,0,0,0,0,0,0,0,0,0,0,"[11924, 11925]","[11926, 11927]","[11924, 11925]","[11926, 11927]",[],[],[],[],"[{'id': 11924, 'area': 0.23965774921707975}, {'id': 11925, 'area': 0.23965774921707975}, {'id': 11926, 'area': 0.23965774921707975}, {'id': 11927, 'area': 0.23965774921707975}]",False,False,"[{'id': 11924, 'x': 0.043420416061925496, 'y': 0.20289511153298528, 'width': 0.2019835510401548, 'height': 0.5932605600379687, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11925, 'x': 0.2544750846637639, 'y': 0.20289511153298528, 'width': 0.2019835510401548, 'height': 0.5932605600379687, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11926, 'x': 0.5434204160619255, 'y': 0.20289511153298528, 'width': 0.2019835510401548, 'height': 0.5932605600379687, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11927, 'x': 0.7544750846637639, 'y': 0.20289511153298528, 'width': 0.2019835510401548, 'height': 0.5932605600379687, 'layer': 1, 'type': 0, 'tag': None}]"
3470,4,2,2,0,0,0,0,0,0,0,0,0,0,0,"[11928, 11929]","[11930, 11931]","[11928, 11929]","[11930, 11931]",[],[],[],[],"[{'id': 11928, 'area': 0.14924793963219338}, {'id': 11929, 'area': 0.14924793963219338}, {'id': 11930, 'area': 0.14924793963219338}, {'id': 11931, 'area': 0.14924793963219338}]",False,False,"[{'id': 11928, 'x': 0.08829221093372036, 'y': 0.26269577598481253, 'width': 0.15723270440251572, 'height': 0.47460844803037494, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11929, 'x': 0.2545960328979197, 'y': 0.26269577598481253, 'width': 0.15723270440251572, 'height': 0.47460844803037494, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11930, 'x': 0.5882922109337204, 'y': 0.26269577598481253, 'width': 0.15723270440251572, 'height': 0.47460844803037494, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11931, 'x': 0.7545960328979197, 'y': 0.26269577598481253, 'width': 0.15723270440251572, 'height': 0.47460844803037494, 'layer': 1, 'type': 0, 'tag': None}]"
3471,4,2,2,0,0,0,0,0,0,0,0,0,0,0,"[11932, 11933]","[11934, 11935]","[11932, 11933]","[11934, 11935]",[],[],[],[],"[{'id': 11932, 'area': 0.14924793963219338}, {'id': 11933, 'area': 0.14924793963219338}, {'id': 11934, 'area': 0.23965774921707975}, {'id': 11935, 'area': 0.23965774921707975}]",False,False,"[{'id': 11932, 'x': 0.08829221093372036, 'y': 0.26269577598481253, 'width': 0.15723270440251572, 'height': 0.47460844803037494, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11933, 'x': 0.2545960328979197, 'y': 0.26269577598481253, 'width': 0.15723270440251572, 'height': 0.47460844803037494, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11934, 'x': 0.5434204160619255, 'y': 0.20289511153298528, 'width': 0.2019835510401548, 'height': 0.5932605600379687, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11935, 'x': 0.7544750846637639, 'y': 0.20289511153298528, 'width': 0.2019835510401548, 'height': 0.5932605600379687, 'layer': 1, 'type': 0, 'tag': None}]"
3472,5,0,0,0,0,1,4,0,0,0,0,0,0,0,[11936],"[11937, 11938, 11939, 11940]",[],[],[11936],"[11937, 11938, 11939, 11940]",[],[],"[{'id': 11936, 'area': 0.5331584147480845}, {'id': 11937, 'area': 0.06794799467024126}, {'id': 11938, 'area': 0.06794799467024126}, {'id': 11939, 'area': 0.06794799467024126}, {'id': 11940, 'area': 0.06794799467024126}]",False,False,"[{'id': 11936, 'x': 0.031446540880503145, 'y': 0.19933554817275748, 'width': 0.4371069182389937, 'height': 0.6098718557190318, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11937, 'x': 0.584663763909047, 'y': 0.27978168011390603, 'width': 0.16086115142718915, 'height': 0.21120075937351684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11938, 'x': 0.584663763909047, 'y': 0.5087802562885619, 'width': 0.16086115142718915, 'height': 0.21120075937351684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11939, 'x': 0.7545960328979197, 'y': 0.27978168011390603, 'width': 0.16086115142718915, 'height': 0.21120075937351684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11940, 'x': 0.7545960328979197, 'y': 0.5087802562885619, 'width': 0.16086115142718915, 'height': 0.21120075937351684, 'layer': 1, 'type': 0, 'tag': None}]"
3474,5,0,0,0,0,0,4,0,0,0,0,0,0,1,[11946],"[11947, 11948, 11949, 11950]",[],[],[],"[11947, 11948, 11949, 11950]",[11946],[],"[{'id': 11946, 'area': 1.0}, {'id': 11947, 'area': 0.06794799467024126}, {'id': 11948, 'area': 0.06794799467024126}, {'id': 11949, 'area': 0.06794799467024126}, {'id': 11950, 'area': 0.06794799467024126}]",False,False,"[{'id': 11946, 'x': 0.0, 'y': 0.0, 'width': 0.5, 'height': 1.0, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11947, 'x': 0.584663763909047, 'y': 0.27978168011390603, 'width': 0.16086115142718915, 'height': 0.21120075937351684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11948, 'x': 0.584663763909047, 'y': 0.5087802562885619, 'width': 0.16086115142718915, 'height': 0.21120075937351684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11949, 'x': 0.7545960328979197, 'y': 0.27978168011390603, 'width': 0.16086115142718915, 'height': 0.21120075937351684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11950, 'x': 0.7545960328979197, 'y': 0.5087802562885619, 'width': 0.16086115142718915, 'height': 0.21120075937351684, 'layer': 1, 'type': 0, 'tag': None}]"
3476,5,0,0,1,1,3,0,0,0,0,0,0,0,0,"[11956, 11957, 11958, 11959]",[11960],[11956],[11960],"[11957, 11958, 11959]",[],[],[],"[{'id': 11956, 'area': 0.3943934207834415}, {'id': 11957, 'area': 0.08932489186986772}, {'id': 11958, 'area': 0.08932489186986772}, {'id': 11959, 'area': 0.08932489186986772}, {'id': 11960, 'area': 0.4167461698960477}]",True,False,"[{'id': 11956, 'x': 0.031446540880503145, 'y': 0.10441385856668249, 'width': 0.25181422351233673, 'height': 0.7831039392501187, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11957, 'x': 0.2893081761006289, 'y': 0.10441385856668249, 'width': 0.1792452830188679, 'height': 0.24916943521594684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11958, 'x': 0.2893081761006289, 'y': 0.3713811105837684, 'width': 0.1792452830188679, 'height': 0.24916943521594684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11959, 'x': 0.2893081761006289, 'y': 0.6383483626008543, 'width': 0.1792452830188679, 'height': 0.24916943521594684, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11960, 'x': 0.6168359941944848, 'y': 0.10441385856668249, 'width': 0.2660861151427189, 'height': 0.7831039392501187, 'layer': 1, 'type': 0, 'tag': None}]"
3477,5,1,0,0,0,2,2,0,0,0,0,0,0,0,"[11961, 11962, 11963]","[11964, 11965]",[11961],[],"[11962, 11963]","[11964, 11965]",[],[],"[{'id': 11961, 'area': 0.1703722633955192}, {'id': 11962, 'area': 0.08958320561153883}, {'id': 11963, 'area': 0.08958320561153883}, {'id': 11964, 'area': 0.22042772622600867}, {'id': 11965, 'area': 0.22042772622600867}]",True,False,"[{'id': 11961, 'x': 0.07014997581035316, 'y': 0.24679639297579498, 'width': 0.16932752781809385, 'height': 0.5030849549121974, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11962, 'x': 0.24794388001935172, 'y': 0.24679639297579498, 'width': 0.18505079825834542, 'height': 0.24205030849549122, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11963, 'x': 0.24794388001935172, 'y': 0.5078310393925012, 'width': 0.18505079825834542, 'height': 0.24205030849549122, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11964, 'x': 0.6047411707789067, 'y': 0.10441385856668249, 'width': 0.29027576197387517, 'height': 0.37968675842429994, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11965, 'x': 0.6047411707789067, 'y': 0.5078310393925012, 'width': 0.29027576197387517, 'height': 0.37968675842429994, 'layer': 1, 'type': 0, 'tag': None}]"
3478,5,0,4,1,0,0,0,0,0,0,0,0,0,0,[11966],"[11967, 11968, 11969, 11970]",[11966],"[11967, 11968, 11969, 11970]",[],[],[],[],"[{'id': 11966, 'area': 0.5296316859345757}, {'id': 11967, 'area': 0.12755842540209117}, {'id': 11968, 'area': 0.12755842540209117}, {'id': 11969, 'area': 0.12755842540209117}, {'id': 11970, 'area': 0.12755842540209117}]",False,False,"[{'id': 11966, 'x': 0.09554910498306725, 'y': 0.07119126720455624, 'width': 0.3087808417997097, 'height': 0.8576174655908875, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11967, 'x': 0.5947024673439768, 'y': 0.07119126720455624, 'width': 0.1508224479922593, 'height': 0.42287612719506407, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11968, 'x': 0.5947024673439768, 'y': 0.5059326056003797, 'width': 0.1508224479922593, 'height': 0.42287612719506407, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11969, 'x': 0.7547169811320755, 'y': 0.07119126720455624, 'width': 0.1508224479922593, 'height': 0.42287612719506407, 'layer': 1, 'type': 0, 'tag': None}, {'id': 11970, 'x': 0.7547169811320755, 'y': 0.5059326056003797, 'width': 0.1508224479922593, 'height': 0.42287612719506407, 'layer': 1, 'type': 0, 'tag': None}]"
3415,10,0,0,0,0,6,4,0,0,0,0,0,0,0,"[12774, 12775, 12776, 12777, 12778, 12779]","[12780, 12781, 12782, 12783]",[],[],"[12774, 12775, 12776, 12777, 12778, 12779]","[12780, 12781, 12782, 12783]",[],[],"[{'id': 12774, 'area': 0.09422831812037603}, {'id': 12775, 'area': 0.09422831812037603}, {'id': 12776, 'area': 0.09422831812037603}, {'id': 12777, 'area': 0.09422831812037603}, {'id': 12778, 'area': 0.09422831812037603}, {'id': 12779, 'area': 0.09422831812037603}, {'id': 12780, 'area': 0.09422831812037603}, {'id': 12781, 'area': 0.09422831812037603}, {'id': 12782, 'area': 0.09422831812037603}, {'id': 12783, 'area': 0.09422831812037603}]",False,False,"[{'id': 12774, 'x': 0.05757135945815191, 'y': 0.10583768391077361, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12775, 'x': 0.2544750846637639, 'y': 0.10583768391077361, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12776, 'x': 0.05757135945815191, 'y': 0.37446606549596584, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12777, 'x': 0.2544750846637639, 'y': 0.37446606549596584, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12778, 'x': 0.05757135945815191, 'y': 0.643094447081158, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12779, 'x': 0.2544750846637639, 'y': 0.643094447081158, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12780, 'x': 0.557571359458152, 'y': 0.2401518747033697, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12781, 'x': 0.7544750846637639, 'y': 0.2401518747033697, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12782, 'x': 0.557571359458152, 'y': 0.5087802562885619, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}, {'id': 12783, 'x': 0.7544750846637639, 'y': 0.5087802562885619, 'width': 0.1878326076439284, 'height': 0.25083056478405313, 'layer': 1, 'type': 0, 'tag': None}]"
